school,conference,season,player,avg,gp,ab,r,h,2b,3b,hr,rbi,bb,so,sb,obp,slg
Alvernia University,MAC Commonwealth,2023,"Nutile, Nick",0.225,35-22,71,13,16,2,1,0,11,7,9,0-0,0.341,0.282
Alvernia University,MAC Commonwealth,2023,"Siegel, Tim",0.182,17-2,11,2,2,0,0,0,1,0,6,0-0,0.167,0.182
Alvernia University,MAC Commonwealth,2023,"Pulcini, Mike",0.164,29-13,55,16,9,2,2,0,4,15,17,1-1,0.365,0.273
Alvernia University,MAC Commonwealth,2023,"Edwards , Matt",0.143,8-5,21,5,3,2,0,0,5,2,9,1-1,0.333,0.238
Alvernia University,MAC Commonwealth,2023,"Hansen, Bobby",0.085,41-15,59,13,5,1,0,0,7,8,14,1-1,0.191,0.102
Alvernia University,MAC Commonwealth,2023,"Canterino, Joe",0.0,5-1,7,2,0,0,0,0,0,2,1,0-0,0.222,0.0
Alvernia University,MAC Commonwealth,2023,"Rodriguez, Jacob",0.0,6-0,4,3,0,0,0,0,0,2,2,0-0,0.333,0.0
Alvernia University,MAC Commonwealth,2023,"Amato, Evan",0.0,4-0,3,2,0,0,0,0,0,0,1,0-0,0.0,0.0
Alvernia University,MAC Commonwealth,2023,"Wall, Richard",0.0,1-1,2,0,0,0,0,0,0,1,1,0-0,0.333,0.0
Alvernia University,MAC Commonwealth,2023,"Crescenzi, Ben",0.0,3-0,1,0,0,0,0,0,0,1,1,0-0,0.5,0.0
Alvernia University,MAC Commonwealth,2022,"Rogacki, Zach",0.339,34-33,124,28,42,6,4,1,17,22,10,7-10,0.437,0.476
Alvernia University,MAC Commonwealth,2022,"Floyd, Lucas",0.328,35-28,122,20,40,9,1,1,22,6,10,3-6,0.354,0.443
Alvernia University,MAC Commonwealth,2022,"Nutile, Nick",0.303,41-41,152,33,46,6,4,0,23,16,21,11-16,0.402,0.395
Alvernia University,MAC Commonwealth,2022,"Faggioni, Thomas",0.289,43-43,159,32,46,10,2,3,30,15,29,6-9,0.372,0.434
Alvernia University,MAC Commonwealth,2022,"Ramundo, Mike",0.282,36-30,110,23,31,5,3,1,20,13,24,0-0,0.37,0.409
Alvernia University,MAC Commonwealth,2022,"Ayala, Justin",0.27,34-31,111,22,30,3,3,1,15,5,14,0-1,0.32,0.378
Alvernia University,MAC Commonwealth,2022,"Dougar, Billy",0.237,39-24,93,16,22,6,0,3,18,14,19,8-9,0.345,0.398
Alvernia University,MAC Commonwealth,2022,"Smith, Brandon",0.333,30-30,111,19,37,10,1,0,27,4,8,0-0,0.375,0.441
Alvernia University,MAC Commonwealth,2022,"Lind, Jason",0.316,11-3,19,4,6,2,0,0,6,4,5,0-0,0.417,0.421
Alvernia University,MAC Commonwealth,2022,"Ginder, Joe",0.304,20-15,56,10,17,1,0,0,8,6,9,4-7,0.371,0.321
Alvernia University,MAC Commonwealth,2022,"Grammatica, Luca",0.289,30-23,76,13,22,3,1,0,13,11,14,3-3,0.386,0.355
Alvernia University,MAC Commonwealth,2022,"Thomas, Evan",0.267,13-4,15,2,4,1,0,0,1,3,2,0-0,0.421,0.333
Alvernia University,MAC Commonwealth,2022,"Newton, Kyler",0.262,25-20,65,14,17,4,1,2,11,5,23,1-3,0.38,0.446
Alvernia University,MAC Commonwealth,2022,"Friedel, Connor",0.25,9-3,12,3,3,1,0,1,2,0,1,0-0,0.286,0.583
Alvernia University,MAC Commonwealth,2022,"Doyle, Shane",0.25,2-1,4,0,1,0,0,0,0,0,2,0-0,0.25,0.25
Alvernia University,MAC Commonwealth,2022,"Gilkey, Josh",0.241,13-6,29,5,7,2,0,0,3,1,12,0-0,0.29,0.31
Alvernia University,MAC Commonwealth,2022,"Hackett, Grant",0.235,13-3,17,3,4,1,0,0,0,2,1,0-0,0.35,0.294
Alvernia University,MAC Commonwealth,2022,"Edwards , Matt",0.217,31-17,60,13,13,2,0,3,16,9,20,1-2,0.333,0.4
Alvernia University,MAC Commonwealth,2022,"McElroy, Christian",0.2,12-2,15,2,3,0,0,0,0,1,9,0-0,0.294,0.2
Alvernia University,MAC Commonwealth,2022,"Kelly, Jason",0.159,25-16,63,7,10,0,0,1,6,2,16,0-0,0.206,0.206
Alvernia University,MAC Commonwealth,2022,"Coleman, Billy",0.086,15-12,35,2,3,1,0,1,3,3,12,0-0,0.154,0.2
Alvernia University,MAC Commonwealth,2022,"Brown, Ethan",0.0,17-1,8,2,0,0,0,0,1,1,5,0-0,0.25,0.0
Alvernia University,MAC Commonwealth,2022,"Holonics, Travis",0.0,1-0,2,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Alvernia University,MAC Commonwealth,2022,"Becker, Collin",0.0,2-1,1,1,0,0,0,0,0,1,0,0-0,0.5,0.0
Alvernia University,MAC Commonwealth,2022,"Buser, Jacob",0.0,1-0,1,0,0,0,0,0,0,0,0,0-0,0.0,0.0
Alvernia University,MAC Commonwealth,2022,"Monaco, James",0.0,1-0,1,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Alvernia University,MAC Commonwealth,2022,"Farinaccio, Mike",0.0,2-0,1,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Eastern University,MAC Commonwealth,2026,"MacDougall, Trent",0.408,40-40,130,48,53,12,0,6,28,29,23,30-32,0.536,0.638
Eastern University,MAC Commonwealth,2026,"Alfonso, Ryan",0.363,30-27,91,25,33,6,1,0,16,7,12,12-13,0.402,0.451
Eastern University,MAC Commonwealth,2026,"Kozlusky, Thomas",0.356,40-40,132,35,47,11,1,0,19,19,13,30-34,0.452,0.455
Eastern University,MAC Commonwealth,2026,"Gonglik, Matthew",0.314,34-34,102,14,32,5,0,1,22,15,23,6-8,0.442,0.392
Eastern University,MAC Commonwealth,2026,"Meehan, Luke",0.309,40-40,123,40,38,8,2,4,36,29,12,13-13,0.466,0.504
Eastern University,MAC Commonwealth,2026,"Harris, Trevor",0.287,32-29,87,22,25,5,2,1,16,10,26,12-13,0.413,0.425
Eastern University,MAC Commonwealth,2026,"McSorley, Matt",0.284,30-26,95,16,27,6,0,5,28,9,29,3-3,0.34,0.505
Eastern University,MAC Commonwealth,2026,"Taylor, Jaden",0.75,2-2,4,1,3,2,0,0,2,1,0,0-0,0.8,1.25
Eastern University,MAC Commonwealth,2026,"Justis, AJ",0.5,1-0,2,0,1,0,0,0,2,0,1,0-0,0.5,0.5
Eastern University,MAC Commonwealth,2026,"Garrido, David",0.353,19-14,51,14,18,3,0,0,10,8,13,8-8,0.462,0.412
Eastern University,MAC Commonwealth,2026,"Rodriguez, Justin",0.34,18-15,53,11,18,2,1,0,6,4,1,5-5,0.417,0.415
Eastern University,MAC Commonwealth,2026,"Chiara, Ben",0.333,3-0,3,1,1,0,0,0,0,0,0,0-0,0.333,0.333
Eastern University,MAC Commonwealth,2026,"Matos, JJ",0.3,27-23,80,9,24,5,0,2,21,4,18,5-5,0.333,0.438
Eastern University,MAC Commonwealth,2026,"Scimone, Joe",0.286,5-1,7,0,2,0,0,0,4,1,0,0-0,0.375,0.286
Eastern University,MAC Commonwealth,2026,"Del Buono, Robert",0.278,24-19,54,15,15,3,1,0,8,13,8,9-12,0.437,0.37
Eastern University,MAC Commonwealth,2026,"Kiernan, Elijah",0.25,6-0,8,0,2,0,0,0,0,1,0,1-1,0.333,0.25
Eastern University,MAC Commonwealth,2026,"Bamesberger, Leyton",0.228,23-18,57,12,13,1,0,0,8,5,10,6-9,0.308,0.246
Eastern University,MAC Commonwealth,2026,"Gregory, Jason",0.225,16-11,40,3,9,1,1,0,4,3,5,1-3,0.295,0.3
Eastern University,MAC Commonwealth,2026,"Heuer, Lane",0.212,15-10,33,6,7,3,0,0,9,3,8,0-0,0.297,0.303
Eastern University,MAC Commonwealth,2026,"Gonzalez, Amauri",0.2,10-3,15,5,3,2,0,0,1,2,5,1-1,0.333,0.333
Eastern University,MAC Commonwealth,2026,"Bishop, John",0.167,6-2,12,2,2,0,0,0,1,0,1,0-0,0.154,0.167
Eastern University,MAC Commonwealth,2026,"DiCesare, Justin",0.158,24-6,38,2,6,2,0,1,11,7,3,0-0,0.283,0.289
Eastern University,MAC Commonwealth,2026,"Carroll, Flynn",0.0,5-0,6,0,0,0,0,0,0,1,4,0-0,0.143,0.0
Eastern University,MAC Commonwealth,2026,"Sonsini, AJ",0.0,4-0,3,2,0,0,0,0,1,2,1,0-0,0.5,0.0
Eastern University,MAC Commonwealth,2026,"Abt, Zakary",0.0,1-0,1,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Eastern University,MAC Commonwealth,2026,"Alfonso, Zachary",0.0,10-4,0,0,0,0,0,0,0,0,0,0-0,0.0,0.0
Eastern University,MAC Commonwealth,2025,"Meehan, Luke",0.4,39-39,155,26,62,14,2,3,35,13,11,8-11,0.451,0.574
Eastern University,MAC Commonwealth,2025,"Gonglik, Matthew",0.339,34-34,109,28,37,9,1,3,29,28,21,6-9,0.497,0.523
Eastern University,MAC Commonwealth,2025,"Kozlusky, Thomas",0.321,36-35,131,35,42,5,3,2,17,13,21,13-15,0.401,0.45
Eastern University,MAC Commonwealth,2025,"DiCesare, Justin",0.284,30-22,81,11,23,3,0,1,23,6,20,1-1,0.337,0.358
Eastern University,MAC Commonwealth,2025,"Matos, JJ",0.261,30-24,88,15,23,5,0,1,17,10,11,2-2,0.356,0.352
Eastern University,MAC Commonwealth,2025,"Lang, Brian",0.258,33-28,93,26,24,5,0,7,18,15,24,3-3,0.403,0.538
Eastern University,MAC Commonwealth,2025,"Bamesberger, Leyton",0.252,31-31,115,23,29,5,3,3,20,10,17,8-10,0.307,0.426
Eastern University,MAC Commonwealth,2025,"Del Buono, Robert",0.25,33-32,116,28,29,5,2,4,18,15,22,20-23,0.348,0.431
Eastern University,MAC Commonwealth,2025,"Carroll, Flynn",1.0,3-0,1,1,1,0,1,0,2,0,0,0-0,1.0,3.0
Eastern University,MAC Commonwealth,2025,"Carroll, Will",0.5,4-0,4,0,2,0,0,0,2,0,0,0-0,0.4,0.5
Eastern University,MAC Commonwealth,2025,"Kiernan, Elijah",0.333,3-0,3,1,1,0,0,0,0,0,1,0-0,0.333,0.333
Eastern University,MAC Commonwealth,2025,"Mornell, Zach",0.326,21-16,46,9,15,1,0,0,6,7,11,2-3,0.456,0.348
Eastern University,MAC Commonwealth,2025,"Taylor, Jaden",0.294,21-18,51,12,15,2,0,0,3,14,8,1-2,0.486,0.333
Eastern University,MAC Commonwealth,2025,"MacDougall, Trent",0.286,29-28,105,26,30,9,0,0,24,9,16,13-18,0.375,0.371
Eastern University,MAC Commonwealth,2025,"Chiara, Ben",0.25,3-0,4,0,1,0,0,0,0,1,1,0-0,0.4,0.25
Eastern University,MAC Commonwealth,2025,"Paradise, Joe",0.245,21-19,53,15,13,1,0,0,10,12,17,0-0,0.429,0.264
Eastern University,MAC Commonwealth,2025,"Langlotz, Brock",0.232,22-16,56,10,13,0,0,1,9,10,8,0-0,0.386,0.286
Eastern University,MAC Commonwealth,2025,"Marinucci, Luca",0.211,10-3,19,3,4,1,0,0,4,0,6,0-0,0.25,0.263
Eastern University,MAC Commonwealth,2025,"Sharp, David",0.208,18-6,24,8,5,1,0,1,5,7,9,0-1,0.406,0.375
Eastern University,MAC Commonwealth,2025,"Heuer, Lane",0.167,8-2,6,1,1,0,0,0,1,1,2,0-0,0.375,0.167
Eastern University,MAC Commonwealth,2025,"Klember, Logan",0.13,15-7,23,1,3,0,0,0,1,8,9,0-2,0.375,0.13
Eastern University,MAC Commonwealth,2025,"Harris, Trevor",0.0,18-0,5,8,0,0,0,0,0,0,1,7-7,0.0,0.0
Eastern University,MAC Commonwealth,2025,"Justis, AJ",0.0,2-0,0,1,0,0,0,0,0,0,0,0-0,1.0,0.0
Eastern University,MAC Commonwealth,2024,"Barks, Evan",0.417,36-35,120,27,50,11,2,0,24,11,16,11-14,0.496,0.542
Eastern University,MAC Commonwealth,2024,"Schilling, Connor",0.316,36-35,117,26,37,4,1,1,15,11,18,15-17,0.38,0.393
Eastern University,MAC Commonwealth,2024,"Weir, Gabe",0.6,3-1,5,2,3,1,0,0,3,0,0,0-0,0.667,0.8
Eastern University,MAC Commonwealth,2024,"Marinucci, Luca",0.5,2-0,2,2,1,0,0,0,2,0,0,1-1,0.667,0.5
Eastern University,MAC Commonwealth,2024,"Turzani, Ryan",0.359,21-9,39,11,14,3,0,0,11,4,4,2-5,0.468,0.436
Eastern University,MAC Commonwealth,2024,"Klember, Logan",0.348,25-17,69,9,24,4,0,0,12,3,11,1-1,0.354,0.406
Eastern University,MAC Commonwealth,2024,"Friend, Garrett",0.337,27-25,86,17,29,4,0,0,9,12,6,1-3,0.431,0.384
Eastern University,MAC Commonwealth,2024,"Meehan, Luke",0.333,29-29,81,15,27,8,0,5,21,19,12,3-3,0.457,0.617
Eastern University,MAC Commonwealth,2024,"Kiernan, Elijah",0.333,4-0,3,1,1,0,0,0,0,2,2,0-0,0.667,0.333
Eastern University,MAC Commonwealth,2024,"DiCesare, Justin",0.31,22-19,71,13,22,7,0,2,18,7,15,2-2,0.38,0.493
Eastern University,MAC Commonwealth,2024,"Kozlusky, Thomas",0.279,26-23,86,22,24,9,1,2,16,8,23,11-12,0.356,0.477
Eastern University,MAC Commonwealth,2024,"MacDougall, Trent",0.259,27-15,58,10,15,6,1,0,6,6,15,5-6,0.328,0.397
Eastern University,MAC Commonwealth,2024,"Del Buono, Robert",0.253,27-24,87,22,22,5,1,1,13,10,13,11-14,0.356,0.368
Eastern University,MAC Commonwealth,2024,"Hall, Jason",0.239,18-16,46,6,11,3,1,0,10,5,12,3-3,0.333,0.348
Eastern University,MAC Commonwealth,2024,"Bamesberger, Leyton",0.238,19-12,42,7,10,3,1,0,6,5,8,4-4,0.319,0.357
Eastern University,MAC Commonwealth,2024,"Cottrell, Sean",0.235,28-19,34,2,8,4,0,1,7,9,15,0-0,0.395,0.441
Eastern University,MAC Commonwealth,2024,"Hunsberger, David",0.207,27-15,58,14,12,6,1,0,8,6,14,12-13,0.309,0.345
Eastern University,MAC Commonwealth,2024,"Falco, Griffin",0.2,24-23,75,13,15,2,1,1,10,7,20,2-2,0.299,0.293
Eastern University,MAC Commonwealth,2024,"Langlotz, Brock",0.19,15-11,42,3,8,3,0,0,1,2,6,0-0,0.244,0.262
Eastern University,MAC Commonwealth,2024,"Lang, Brian",0.189,26-7,37,11,7,1,0,3,10,5,9,2-2,0.348,0.459
Eastern University,MAC Commonwealth,2024,"Gonglik, Matthew",0.175,22-17,57,5,10,1,0,3,16,10,16,0-0,0.299,0.351
Eastern University,MAC Commonwealth,2024,"Paradise, Joe",0.125,13-6,24,7,3,0,0,0,5,7,2,1-1,0.389,0.125
Eastern University,MAC Commonwealth,2024,"Harris, Trevor",0.118,16-3,17,3,2,1,0,0,2,2,5,2-2,0.25,0.176
Eastern University,MAC Commonwealth,2024,"Beck, John",0.0,11-10,1,0,0,0,0,0,0,0,0,0-0,0.0,0.0
Eastern University,MAC Commonwealth,2024,"Adams, Graham",0.0,8-4,0,1,0,0,0,0,0,0,0,0-0,0.0,0.0
Eastern University,MAC Commonwealth,2023,"Barks, Evan",0.419,31-26,93,17,39,7,3,0,8,6,7,5-6,0.505,0.559
Eastern University,MAC Commonwealth,2023,"McHale, Matt",0.358,37-37,120,25,43,6,0,4,24,21,26,19-22,0.466,0.508
Eastern University,MAC Commonwealth,2023,"Paradise, Joe",0.289,31-26,76,8,22,5,0,1,12,16,17,2-2,0.427,0.395
Eastern University,MAC Commonwealth,2023,"Cottrell, Sean",0.273,36-34,110,13,30,7,0,2,24,11,33,2-4,0.336,0.391
Eastern University,MAC Commonwealth,2023,"Lang, Brian",0.259,33-26,85,15,22,5,0,4,13,8,23,3-3,0.333,0.459
Eastern University,MAC Commonwealth,2023,"Cruser, Mark",0.227,30-29,88,10,20,3,0,2,14,7,18,0-0,0.297,0.33
Eastern University,MAC Commonwealth,2023,"Hunsberger, David",0.211,36-36,109,20,23,6,1,3,17,22,35,14-16,0.371,0.367
Eastern University,MAC Commonwealth,2023,"Sharp, David",0.333,15-2,6,1,2,0,0,0,1,0,1,1-1,0.333,0.333
Eastern University,MAC Commonwealth,2023,"Langlotz, Brock",0.293,22-16,58,8,17,1,1,1,7,6,6,2-2,0.373,0.397
Eastern University,MAC Commonwealth,2023,"Angell, Camden",0.263,26-22,80,14,21,0,0,2,5,10,21,3-3,0.379,0.338
Eastern University,MAC Commonwealth,2023,"Chiara, Ben",0.243,16-14,37,5,9,1,0,0,3,4,8,0-0,0.326,0.27
Eastern University,MAC Commonwealth,2023,"Utterbaugh, Austin",0.24,15-4,25,5,6,1,0,1,6,2,8,0-0,0.321,0.4
Eastern University,MAC Commonwealth,2023,"Schilling, Connor",0.236,26-18,72,7,17,3,0,0,4,3,24,6-9,0.286,0.278
Eastern University,MAC Commonwealth,2023,"Falco, Griffin",0.232,29-29,95,10,22,8,0,5,18,6,31,1-2,0.292,0.474
Eastern University,MAC Commonwealth,2023,"Friend, Garrett",0.222,21-7,36,6,8,1,1,0,2,1,5,0-0,0.263,0.306
Eastern University,MAC Commonwealth,2023,"DiCesare, Justin",0.2,12-3,15,1,3,1,0,0,1,3,4,0-0,0.4,0.267
Eastern University,MAC Commonwealth,2023,"Hall, Jason",0.189,20-14,37,5,7,1,0,0,3,13,14,0-0,0.412,0.216
Eastern University,MAC Commonwealth,2023,"Turzani, Ryan",0.188,21-4,16,7,3,1,0,0,0,1,6,2-3,0.235,0.25
Eastern University,MAC Commonwealth,2023,"Kozlusky, Thomas",0.167,5-0,6,1,1,1,0,0,2,0,3,1-1,0.167,0.333
Eastern University,MAC Commonwealth,2023,"Klember, Logan",0.161,20-9,31,4,5,0,0,0,1,5,9,0-0,0.297,0.161
Eastern University,MAC Commonwealth,2023,"Bamesberger, Leyton",0.12,14-7,25,6,3,1,0,0,2,3,6,0-0,0.241,0.16
Eastern University,MAC Commonwealth,2023,"Supp, Riley",0.0,5-0,3,0,0,0,0,0,0,0,2,0-0,0.0,0.0
Eastern University,MAC Commonwealth,2023,"Amey, Evan  13/13 Amey, Evan",0.0,3-0,0,1,0,0,0,0,0,2,0,0-0,1.0,0.0
Eastern University,MAC Commonwealth,2023,"Amezquita, Adrian",0.0,1-0,0,0,0,0,0,0,0,1,0,0-0,1.0,0.0
Eastern University,MAC Commonwealth,2022,"McHale, Matt",0.346,35-35,127,34,44,7,1,5,22,28,20,18-19,0.472,0.535
Eastern University,MAC Commonwealth,2022,"Cottrell, Sean",0.313,38-37,128,20,40,4,0,7,40,19,25,5-5,0.417,0.508
Eastern University,MAC Commonwealth,2022,"Cruser, Mark",0.291,34-30,103,14,30,8,0,3,23,17,26,4-4,0.4,0.456
Eastern University,MAC Commonwealth,2022,"Falco, Griffin",0.269,36-30,108,13,29,11,1,4,28,16,24,2-4,0.38,0.5
Eastern University,MAC Commonwealth,2022,"Hunsberger, David",0.268,30-30,97,22,26,6,0,4,20,23,28,22-23,0.434,0.454
Eastern University,MAC Commonwealth,2022,"Schilling, Connor",0.219,36-34,128,36,28,9,1,2,11,19,23,16-17,0.34,0.352
Eastern University,MAC Commonwealth,2022,"Klember, Logan",0.203,31-24,69,10,14,2,0,0,8,10,24,2-2,0.329,0.232
Eastern University,MAC Commonwealth,2022,"Cooley, Draig",0.386,22-21,83,18,32,4,2,3,14,15,15,14-16,0.485,0.59
Eastern University,MAC Commonwealth,2022,"Friend, Garrett",0.333,19-13,51,7,17,3,0,0,12,5,5,3-3,0.397,0.392
Eastern University,MAC Commonwealth,2022,"Barks, Evan",0.333,7-1,9,2,3,1,0,0,4,1,1,1-1,0.571,0.444
Eastern University,MAC Commonwealth,2022,"Clemens, Brad",0.329,24-24,79,21,26,4,2,0,10,18,6,4-6,0.466,0.43
Eastern University,MAC Commonwealth,2022,"Utterbaugh, Austin",0.318,9-4,22,3,7,0,0,0,4,0,1,1-1,0.333,0.318
Eastern University,MAC Commonwealth,2022,"Langlotz, Brock",0.304,17-4,23,3,7,0,0,0,1,2,2,1-1,0.385,0.304
Eastern University,MAC Commonwealth,2022,"Lang, Brian",0.279,22-11,43,17,12,4,1,1,9,10,12,3-3,0.5,0.488
Eastern University,MAC Commonwealth,2022,"Paradise, Joe",0.239,26-17,67,9,16,5,0,2,10,5,18,2-2,0.329,0.403
Eastern University,MAC Commonwealth,2022,"Santos, Aaron",0.216,13-10,37,6,8,2,0,0,3,3,9,1-1,0.268,0.27
Eastern University,MAC Commonwealth,2022,"Amey, Evan",0.2,11-1,5,3,1,0,0,0,0,3,1,0-0,0.556,0.2
Eastern University,MAC Commonwealth,2022,"Lee, Jin",0.2,4-2,5,1,1,0,0,0,0,1,2,0-0,0.333,0.2
Eastern University,MAC Commonwealth,2022,"Hall, Jason",0.193,18-16,57,10,11,1,0,1,7,7,21,0-0,0.281,0.263
Eastern University,MAC Commonwealth,2022,"Turzani, Ryan",0.174,15-6,23,9,4,0,0,0,2,6,7,5-6,0.333,0.174
Eastern University,MAC Commonwealth,2022,"Peterson, Stephen",0.167,12-0,6,1,1,0,0,0,0,1,2,0-0,0.286,0.167
Eastern University,MAC Commonwealth,2022,"Marinucci, Luca",0.083,10-1,12,2,1,0,0,0,1,3,4,0-0,0.267,0.083
Eastern University,MAC Commonwealth,2022,"O'Neill, JJ",0.0,5-1,5,0,0,0,0,0,0,1,2,0-0,0.167,0.0
Eastern University,MAC Commonwealth,2022,"Rivera, Joey",0.0,6-1,4,0,0,0,0,0,0,0,0,0-0,0.2,0.0
Eastern University,MAC Commonwealth,2022,"Supp, Riley",0.0,2-0,2,0,0,0,0,0,0,2,1,0-0,0.5,0.0
Eastern University,MAC Commonwealth,2022,"Mecca, James",0.0,1-0,1,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Hood College,MAC Commonwealth,2026,"Robbins, Rhett",0.326,37-36,138,29,45,7,4,1,22,13,21,6-6,0.404,0.457
Hood College,MAC Commonwealth,2026,"Seely, Sean",0.317,37-36,123,25,39,7,1,0,25,14,15,11-13,0.387,0.39
Hood College,MAC Commonwealth,2026,"Haines, AJ",0.279,37-37,122,26,34,7,0,1,28,26,25,13-14,0.413,0.361
Hood College,MAC Commonwealth,2026,"Broughton, Ty",0.265,35-35,117,18,31,4,0,0,18,16,19,4-4,0.374,0.299
Hood College,MAC Commonwealth,2026,"Brown, Amrit",0.261,38-35,119,23,31,9,1,1,13,22,9,1-1,0.392,0.378
Hood College,MAC Commonwealth,2026,"Chisolm, Kamari",0.254,36-34,118,31,30,4,1,0,14,23,21,22-24,0.397,0.305
Hood College,MAC Commonwealth,2026,"Gannon, Quade",0.165,32-28,85,10,14,4,0,2,17,7,30,0-0,0.25,0.282
Hood College,MAC Commonwealth,2026,"Brine, Wes",0.4,5-1,5,1,2,0,0,0,2,0,1,1-1,0.429,0.4
Hood College,MAC Commonwealth,2026,"Tyndall, Jonathan",0.297,30-29,91,22,27,4,0,2,13,11,29,8-9,0.425,0.407
Hood College,MAC Commonwealth,2026,"Rivera, Jason",0.29,23-21,69,9,20,2,0,1,7,8,14,0-0,0.39,0.362
Hood College,MAC Commonwealth,2026,"Miller, Alex",0.25,4-1,4,0,1,0,0,0,3,2,0,0-0,0.5,0.25
Hood College,MAC Commonwealth,2026,"Branch, Deshawn",0.233,14-8,30,7,7,0,1,0,2,7,7,3-4,0.378,0.3
Hood College,MAC Commonwealth,2026,"Tesche, Aiden",0.231,12-4,13,2,3,1,0,0,1,0,6,0-0,0.333,0.308
Hood College,MAC Commonwealth,2026,"Moeller, Colin",0.211,11-4,19,1,4,0,0,0,5,1,3,1-1,0.25,0.211
Hood College,MAC Commonwealth,2026,"Smith, Blaine",0.207,20-7,29,6,6,0,1,1,7,4,18,0-0,0.361,0.379
Hood College,MAC Commonwealth,2026,"Vile, Landon",0.194,21-17,62,6,12,1,0,1,8,3,16,2-2,0.271,0.258
Hood College,MAC Commonwealth,2026,"Sims, Cole",0.192,22-14,52,5,10,2,0,1,7,5,17,0-0,0.259,0.288
Hood College,MAC Commonwealth,2026,"Kite, Easton",0.182,14-3,11,3,2,1,0,0,2,0,4,0-0,0.286,0.273
Hood College,MAC Commonwealth,2026,"Ludington, Harrison",0.143,23-11,42,7,6,2,0,1,3,1,8,1-1,0.163,0.262
Hood College,MAC Commonwealth,2026,"Janicki, Michael",0.136,13-5,22,2,3,0,0,0,1,2,6,0-0,0.208,0.136
Hood College,MAC Commonwealth,2026,"Decker, Conner",0.133,12-3,15,1,2,1,0,0,1,0,0,0-1,0.133,0.2
Hood College,MAC Commonwealth,2026,"Hilscher, Matt",0.125,8-1,8,1,1,0,0,0,0,3,4,0-0,0.364,0.125
Hood College,MAC Commonwealth,2026,"Weaver, Ryland",0.1,11-6,20,1,2,0,0,0,1,5,3,0-0,0.333,0.1
Hood College,MAC Commonwealth,2026,"Messier, Aedan",0.091,8-2,11,3,1,0,0,0,0,3,1,1-1,0.286,0.091
Hood College,MAC Commonwealth,2026,"Wilfrid, Jasper",0.0,3-0,3,0,0,0,0,0,0,0,2,0-0,0.0,0.0
Hood College,MAC Commonwealth,2025,"Broughton, Ty",0.376,40-38,133,25,50,6,1,2,30,23,25,1-3,0.479,0.481
Hood College,MAC Commonwealth,2025,"Haines, AJ",0.324,39-38,148,29,48,13,2,4,22,15,17,8-11,0.395,0.52
Hood College,MAC Commonwealth,2025,"Stout, Matthew",0.3,39-39,140,29,42,6,1,2,18,9,25,1-2,0.391,0.4
Hood College,MAC Commonwealth,2025,"Patterson, Jack",0.288,38-37,132,20,38,6,4,2,29,11,24,4-4,0.377,0.439
Hood College,MAC Commonwealth,2025,"Robbins, Rhett",0.252,33-27,103,19,26,2,1,0,10,11,13,5-6,0.347,0.291
Hood College,MAC Commonwealth,2025,"Ludington, Harrison",0.233,32-18,60,11,14,4,0,0,10,9,15,4-4,0.333,0.3
Hood College,MAC Commonwealth,2025,"Brennan, Keegan",0.221,38-38,122,24,27,2,0,1,12,20,39,8-11,0.362,0.262
Hood College,MAC Commonwealth,2025,"Gannon, Quade",0.208,36-31,96,7,20,3,2,0,10,10,36,1-1,0.29,0.281
Hood College,MAC Commonwealth,2025,"Monteleone, Joe",0.385,8-5,13,1,5,1,0,0,3,2,5,0-0,0.529,0.462
Hood College,MAC Commonwealth,2025,"Schaber, Remi",0.333,8-1,3,0,1,1,0,0,0,0,1,0-0,0.333,0.667
Hood College,MAC Commonwealth,2025,"Tyndall, Jonathan",0.304,28-23,79,17,24,5,2,1,11,11,25,4-4,0.429,0.456
Hood College,MAC Commonwealth,2025,"Weaver, Ryland",0.286,6-2,7,1,2,0,0,0,1,2,1,0-0,0.5,0.286
Hood College,MAC Commonwealth,2025,"Gruenfelder, James",0.241,27-26,79,9,19,4,0,2,14,6,30,0-1,0.347,0.367
Hood College,MAC Commonwealth,2025,"Brown, Amrit",0.229,23-12,48,6,11,3,2,0,13,9,3,1-1,0.377,0.375
Hood College,MAC Commonwealth,2025,"Wilfrid, Jasper",0.214,6-3,14,2,3,1,0,0,4,0,2,0-0,0.267,0.286
Hood College,MAC Commonwealth,2025,"Moeller, Colin",0.2,5-0,5,0,1,0,0,0,0,0,1,0-0,0.2,0.2
Hood College,MAC Commonwealth,2025,"Smith, Blaine",0.125,20-13,48,4,6,0,0,1,3,3,17,1-1,0.222,0.188
Hood College,MAC Commonwealth,2025,"Seely, Sean",0.125,5-1,8,2,1,0,0,0,0,0,0,0-0,0.125,0.125
Hood College,MAC Commonwealth,2025,"Decker, Conner",0.125,12-1,8,3,1,0,0,1,1,1,3,0-0,0.417,0.5
Hood College,MAC Commonwealth,2025,"Kite, Easton",0.087,14-8,23,2,2,1,0,0,2,1,11,0-0,0.192,0.13
Hood College,MAC Commonwealth,2025,"Miller, Alex",0.0,3-1,3,1,0,0,0,0,0,2,1,0-0,0.5,0.0
